,,,,,,,,,,
Data Type,,Size (in bytes),,Range,,,,Macro for min value,,Macro for max
,,,,,,,,,,
int,,4,,"-2,147,483,648",to,"2,147,483,647",,INT_MIN,,INT_MAX
